what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1673192223294
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1673192223295
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1673192223296
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1673192223297
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1673192223297
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1673192223298
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1673192223299
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1673192223300
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1673192223300
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1673192223301
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1673192223301
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1673192223302
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1673192223302
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1673192223303
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1673192223304
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1673192223304
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1673192223317
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1673192223317
started,bundle,com.altera.sbtgui.core,12.1.0.177,"com.altera.sbtgui.core",1673192223317
started,bundle,com.altera.sbtgui.project,12.1.0.177,"com.altera.sbtgui.project",1673192223318
os,sysinfo,,,"win32",1673192223321
arch,sysinfo,,,"x86",1673192223321
ws,sysinfo,,,"win32",1673192223321
locale,sysinfo,,,"en_US",1673192223321
processors,sysinfo,,,"4",1673192223321
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1673192223321
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1673192223321
java.specification.name,sysinfo,,,"Java Platform API Specification",1673192223321
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1673192223321
java.specification.version,sysinfo,,,"1.6",1673192223321
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1673192223321
java.version,sysinfo,,,"1.6.0_23",1673192223321
java.vm.info,sysinfo,,,"mixed mode",1673192223321
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1673192223321
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1673192223321
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1673192223321
java.vm.specification.version,sysinfo,,,"1.0",1673192223321
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1673192223321
java.vm.version,sysinfo,,,"19.0-b09",1673192223321
started,bundle,com.altera.sbtgui.integration,12.1.0.177,"com.altera.sbtgui.integration",1673192223436
started,bundle,com.altera.systemconsole,12.1.0.177,"com.altera.systemconsole",1673192223469
started,bundle,com.altera.utilities,12.1.0.177,"com.altera.utilities",1673192223521
started,bundle,com.altera.systemconsole.designs.plugin,12.1.0.177,"com.altera.systemconsole.designs.plugin",1673192223556
started,bundle,com.altera.systemconsole.scripting,12.1.0.177,"com.altera.systemconsole.scripting",1673192224703
started,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1673192225461
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1673192225517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1673192230082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1673192504176
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1673192510372
error,log,,,"Unable to validate connection settings.",1673192523239
error,log,,,"Unable to validate connection settings.",1673192523243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1673192523430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1673192526585
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1673192526625
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1673192528152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1673192540224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1673192542589
started,bundle,com.altera.debug.cdi.gdb.plugin,12.1.0.177,"com.altera.debug.cdi.gdb.plugin",1673192553480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1673192553786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1673192553930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1673192558549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1673192563349
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1673192563371
opened,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1673192566460
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1673192566704
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1673192566740
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1673192566741
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1673192566743
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1673192566766
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.debugPerspective",1673192573630
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1673192573662
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1673192573856
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1673192579021
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1673192579027
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1673192583209
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1673192805496
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1673192809155
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1673192820653
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1673192820934
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1673192827561
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1673192834338
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1673192834342
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1673192838565
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1673192915602
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1673192915609
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1673192926940
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1673192927204
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1673192929265
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1673192929496
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1673192932508
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1673192933261
